Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
ZNF416	28738	15222	17323	36141	9701	2063	9334	2088	99	16874	527	65	36650	3179	5111	18147	12579
ZIK1	13930	21499	10772	13373	5196	3086	7554	869	628	13508	806	214	9827	3833	5557	44507	9697
ZNF530	29434	23385	17179	37872	10699	1374	9751	1693	500	21629	1231	0	23543	1437	9996	13643	12710
ZNF134	91515	41213	74627	119203	44391	13001	31306	5530	1761	27109	2142	535	111444	8015	11089	51564	39653
ZNF211	47144	24536	52110	56710	16423	4662	17230	3620	1285	11654	2026	127	25027	12996	4129	8846	18033
ZSCAN4	2175	0	1739	1272	766	0	0	493	0	0	0	0	430	0	0	17997	1554
ZNF551	33347	16153	27370	42372	18541	3083	11210	2152	600	6963	3236	310	64859	2725	3639	55944	18281
ZNF154	11927	18418	12565	16428	4474	1212	8021	1639	864	10085	1484	0	9941	3739	2223	15172	7387
ZNF671	3676	8873	4785	4059	2157	3057	7895	2156	249	3050	1010	304	1718	1948	1695	2139	3048
ZNF776	69145	26327	42782	67826	30764	4881	16389	2997	1390	14137	1513	286	58656	8675	3794	10763	22520
ZNF586	53470	22209	38155	42901	43939	6690	14853	3274	1211	18106	3896	463	75924	6627	6771	55839	24645
ZNF552	43691	15231	20596	28496	18425	1912	13117	2467	75	6846	1971	458	19904	9744	3482	63546	15623
ZNF587B	30462	18941	21998	31640	13277	1556	28961	1636	637	10561	2685	119	19411	3389	11514	29760	14159
ZNF814	193239	49623	120899	229527	38322	8737	28414	5625	688	33143	6805	161	168882	15538	11886	86591	62380
ZNF587	91335	43574	67970	73620	44414	9205	51360	3786	1153	19864	3429	283	69703	12985	7155	43251	33943
AC010326.3	1743	532	880	1495	690	456	592	0	0	248	144	0	201	864	0	0	490
ZNF417	20852	15169	14234	24848	9706	1581	11692	992	575	8483	2165	239	16052	4535	4283	3809	8701
ZNF418	12486	7727	14066	16365	4745	2241	2814	662	418	4938	905	0	5903	2694	1808	10529	5519
ZNF256	35132	20657	19957	36510	21659	4800	12212	2359	780	10722	1255	0	35974	4888	6313	19420	14540
C19orf18	24517	12527	20455	28369	5556	429	2672	1134	381	3535	434	275	10798	3606	1396	1409	7343
ZNF606	51564	25690	36125	42358	21264	1974	26603	3425	1267	8930	2027	538	13274	5087	2547	25227	16744
AC008969.1	56411	51561	41490	59209	32689	3062	33468	3100	1393	30214	4247	386	21584	10734	16281	0	22864
ZSCAN1	1322	4156	1234	3239	1564	113	4216	273	0	2226	261	0	6945	6671	264	2029	2157
ZNF135	25505	22610	16663	27562	10994	1487	13471	1636	1016	6090	60	465	13760	4031	906	7816	9630
ZSCAN18	220130	141162	130390	186339	124912	14489	127472	21275	8555	80060	5632	2745	135585	32148	17814	66506	82201
ZNF329	25169	30270	25237	30451	19617	2852	15624	3622	1184	23548	1714	336	24325	8027	6086	23943	15125
ZNF274	143844	79878	96983	114568	100964	15205	56641	7404	1759	46046	10666	2644	246961	33736	11457	39309	63004
ZNF544	164029	63843	88475	174723	44680	5868	32702	6836	2635	37275	4386	538	148342	11069	8518	55713	53102
AC020915.2	33565	33213	28731	42240	12407	3313	15535	4662	1727	21595	2676	0	54921	5840	5115	0	16596
AC020915.1	2273	1540	916	1533	1058	0	1123	0	193	0	0	0	494	0	0	2619	734
ZNF8	30041	19032	26774	32735	13219	3011	20877	3856	1347	18190	1382	291	35464	4940	2942	19903	14625
ERVK3-1	385175	381583	213248	355495	134698	29783	265505	29261	11577	563982	18523	4987	261288	60070	192977	27344	183469
AC010642.2	472348	252982	323278	635252	139884	30467	155704	19183	8793	262794	10840	1864	470630	37712	38895	37299	181120
ZSCAN22	8263	8083	7671	13968	4671	276	6435	223	178	5078	421	0	4228	993	1490	3529	4094
A1BG	18199	475259	2678	9637	135192	83486	376148	7220	23513	325770	21091	3989	59441	48867	55127	40737	105397
A1BG-AS1	3367	29423	409	567	9962	3241	38467	437	1946	26316	1549	142	2901	1809	6361	3771	8167
ZNF497	3720	2134	2449	3209	1169	518	775	279	63	781	0	0	1960	432	209	3279	1311
AC012313.6	5570	1659	1731	3470	2032	248	1592	254	218	576	41	0	3980	988	425	299	1443
ZNF837	18872	6542	11957	17758	8345	1623	10086	628	201	1788	303	231	13887	1464	283	8111	6380
RPS5	13139097	4474149	8096376	9535573	8863773	1707854	9504049	1026647	523213	4319934	553660	49453	22554040	513976	3021690	14990840	6429645
RNF225	326	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	46
LINC02560	18959	819	1567	19753	3866	104	693	238	133	370	58	0	3733	399	0	181	3180
ZNF584	37357	29785	27016	34666	20049	6359	36145	2861	1288	48251	922	492	19340	6846	12737	11209	18458
AC012313.1	4606	4197	2418	3064	1827	353	2996	248	213	1325	212	0	1780	4014	682	9126	2316
AC012313.5	1299	2968	1045	1859	728	0	2670	63	191	510	134	0	0	984	209	713	836
ZNF132	4681	4868	2014	3731	2555	369	5254	27	0	2809	193	0	1807	1069	1056	3253	2105
AC012313.8	1432	1111	722	1003	624	10	377	0	0	584	200	0	310	324	321	294	457
ZNF324B	18227	9340	7559	9256	6136	1547	8799	607	264	3491	1511	351	5498	3497	1797	5799	5230
ZNF324	87709	33216	56548	72838	34007	5757	30838	3120	2065	25191	5440	295	54723	12328	9780	24551	28650
ZNF446	63969	26335	33703	44281	23958	4708	20491	2931	1276	13547	2441	899	26097	14564	2138	16033	18586
AC012313.7	188	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	18
SLC27A5	508514	59667	50588	326299	36118	10764	52744	8593	4786	50318	4950	862	108305	20548	8263	67105	82402
AC012313.9	755	124	276	513	0	0	253	0	0	0	0	0	326	318	0	38	162
ZBTB45	32471	19100	20471	28834	17291	4036	19973	2108	829	8800	999	426	24796	3542	4168	23397	13203
TRIM28	537336	289978	298642	476286	212713	38992	379461	29476	21375	136274	26922	5355	254988	126416	71016	1440465	271606
CHMP2A	2569026	710287	1079301	2706022	427740	151391	747932	87492	39751	472605	41883	8356	1653709	123945	228483	368187	713507
UBE2M	1059297	484133	346400	1128463	247796	54638	516865	32761	22262	483766	24335	3564	456638	104665	261404	993596	388787
MZF1-AS1	24377	23773	19726	25350	9190	3993	13934	1894	631	8120	4275	714	31010	23696	2391	4589	12354
MZF1	122594	52134	76118	83480	59619	5473	50255	5727	4788	21403	3233	776	101102	38971	5148	34116	41559
AC016629.2	0	268	77	425	0	87	31	0	0	748	0	0	0	0	0	0	102
C20orf96	47726	32054	32559	29916	32213	6278	24148	3061	900	15062	1083	1032	35727	6546	2199	1719	17014
ZCCHC3	91539	84840	90728	96625	86440	14701	65914	7357	3104	52463	6416	1819	136628	17305	15389	13617	49055
NRSN2-AS1	18859	13875	14971	12044	14554	1708	28022	968	1499	5473	789	0	21955	4613	607	1608	8847
SOX12	32343	23709	47327	17220	42505	6399	34887	2602	3128	11311	1307	608	41860	14015	1701	11892	18301
NRSN2	33564	33341	41512	24124	26858	7390	46304	3704	2089	13307	535	602	54352	15914	9873	51818	22830
TRIB3	51015	7525	72011	51523	14177	10283	323844	5911	908	12426	3380	344	80885	5569	35520	241734	57316
RBCK1	731956	127374	412265	736832	209010	43390	284094	33861	11186	100474	18813	896	841853	35747	68680	123945	236273
TBC1D20	190175	109845	95014	156181	73696	24649	199989	11391	4375	97964	8085	2669	124165	11808	46534	54220	75672
CSNK2A1	701363	233070	394632	734671	203798	39154	280494	36442	12460	175319	20543	5190	405096	41471	63922	344530	230760
TCF15	2504	46	0	917	801	117	348	1696	1517	0	0	0	512	0	0	13270	1358
SRXN1	87780	224991	64173	108853	15711	1939	626148	1821	1005	203798	3238	230	197590	12708	311892	665	116409
SCRT2	53	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	31
SLC52A3	55957	1412	23134	82427	9324	348	407	3505	64	140	150	0	16512	0	0	63520	16056
FAM110A	284610	9475	247975	278048	65357	2943	10332	3616	1103	8532	17945	699	315115	2377	2022	13457	78975
ANGPT4	0	144	0	0	0	0	0	390	2784	0	0	0	0	0	0	0	207
RSPO4	771	1214	505	889	385	0	4115	0	0	0	0	0	0	816	0	168	554
AL110114.1	9365	4045	6036	11727	2895	794	993	415	390	176	926	90	3504	446	0	0	2613
PSMF1	622329	210894	333358	744361	191325	60369	222376	26096	13663	174523	17084	4302	582323	36450	95756	122585	216112
TMEM74B	114163	1968	5259	87431	6032	628	1997	2459	7326	559	433	90	15064	3805	0	9611	16052
C20orf202	39170	537	232	22748	779	80	79	59	260	0	144	0	2042	0	187	0	4145
SNPH	3903	11683	4759	4954	984	372	6572	176	995	2129	412	0	2501	4388	0	409	2765
SDCBP2	1092685	21998	110261	856329	38844	3902	22744	12229	1954	12277	5268	817	352658	984	4524	1168	158665
SDCBP2-AS1	24083	8212	25710	29484	8863	521	10027	1566	294	4191	370	0	23241	2473	924	2022	8874
AL136531.1	1540	847	2257	1474	906	8	792	255	0	472	130	0	329	0	0	580	599
FKBP1A	1408716	449490	1176260	1805802	366780	120762	711252	262089	28302	407820	49779	9639	2181919	64492	125881	605357	610896
NSFL1C	605061	182013	307151	625917	165282	55229	188032	24897	8980	154799	15489	3384	855777	23729	113986	203575	220831
SIRPB2	1819	0	2077	1145	298	0	0	0	0	0	1998	0	2787	0	0	0	632
SIRPB1	5235	40	45	1105	163	0	765	610	0	0	1160	0	630	0	0	0	609
AL109809.5	1149	3102	1714	647	4258	774	5753	1062	0	1952	1392	0	289	0	370	0	1404
AL117335.1	2415	7079	1142	244	2520	593	18001	502	0	3775	1359	0	1829	809	3160	278	2732
SIRPA	26488	45848	28615	13107	30309	35292	167768	18575	433	16887	20999	528	35849	3977	8308	2293	28455
STK35	255210	373072	496638	752026	59816	7727	47026	5517	2327	76882	4958	698	241906	105596	8573	75619	157099
AL359916.1	197	1721	1038	1102	98	0	111	0	0	0	0	0	0	2802	0	0	441
AL121899.3	613	109	157	451	216	0	173	0	0	0	0	0	228	0	0	0	121
AL121899.1	1203	10947	7392	1518	3365	0	1239	0	0	7677	2534	0	10646	1432	0	2800	3172
TGM3	417	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	30
SNRPB	2098626	883013	1032275	2004486	741340	155004	941611	124254	45069	1025040	86671	9277	2616921	61450	396274	2451562	917055
ZNF343	16641	15506	12403	23395	6636	1710	14820	2980	966	11848	150	467	7401	1276	1398	6529	7758
NOP56	375504	269347	217552	296212	218107	52663	313168	32609	17940	167339	29213	9612	463378	75436	111851	1165168	238444
IDH3B	422072	143646	245669	407540	184826	48311	138684	25659	12199	102548	16131	3123	331727	51244	43049	303967	155025
AL049712.1	470	422	185	707	446	95	0	178	0	0	129	0	0	80	0	0	169
EBF4	11405	22793	9253	2396	31226	3404	32245	869	1654	8465	0	574	9238	1994	7770	1814	9069
CPXM1	325	454	0	0	715	1269	36141	0	0	0	0	0	69	0	803	26382	4135
PCED1A	64106	40565	59257	53347	34809	5307	59493	8175	6974	18006	2411	0	53095	15395	3811	11105	27241
VPS16	100263	60404	68832	128785	35909	14274	59708	7941	3304	21386	6000	1397	68638	14844	7815	49244	40547
PTPRA	558339	362312	203004	418136	180493	59423	341511	39001	22329	249155	17425	7516	262316	38522	71053	111496	183877
MRPS26	747058	243090	472333	865288	233386	49964	335808	25891	16579	304983	14794	2730	402077	97646	102494	1275965	324380
OXT	1829	92631	566	1706	2828	432	30208	0	0	92082	202	0	747	8584	13573	5430	15676
UBOX5-AS1	99	167	36	38	0	0	0	0	0	0	0	0	0	0	0	0	21
UBOX5	28429	18766	24250	41013	11792	4248	20793	2789	2092	6965	806	991	30750	4464	1642	9188	13061
FASTKD5	76538	49488	53891	67187	41248	7326	32301	6483	1577	31685	2659	440	129938	11175	16536	36580	35316
LZTS3	32097	24405	13877	17735	21826	2757	11875	1011	742	9553	1022	625	16299	29160	4622	11037	12415
DDRGK1	712307	281837	254033	650959	220130	57472	350916	33138	15204	167618	19301	1857	473076	38366	111942	336811	232810
ITPA	466542	156211	303538	503048	166236	40368	159618	14961	9843	109365	11590	2492	415830	27553	38502	418186	177743
SLC4A11	120704	133646	87152	228684	110829	2428	13925	2003	248	39039	1107	209	49049	1062605	3253	42982	118616
AL109976.1	16243	12803	13953	15526	12988	711	5655	95	251	2673	59	0	9898	31297	312	4836	7956
C20orf194	41781	122634	58004	27350	41354	7192	54552	7498	3691	20085	7972	1468	36994	26474	6115	25528	30543
ATRN	81082	140289	79379	77406	31869	9632	85639	8447	1942	37782	2972	1430	36602	12450	9624	31423	40498
ADAM33	3635	406416	949	6112	595	843	126053	1204	8571	95172	1613	691	270	0	4258	5906	41393
SIGLEC1	0	147	81	0	0	0	0	0	0	0	3105	0	0	0	0	0	208
HSPA12B	554	3300	0	326	452	33	10471	21733	0	75	0	0	0	0	0	28002	4059
C20orf27	145863	86185	108128	153800	95529	26325	97181	13043	44861	62573	13466	1544	249290	20598	37031	538521	105871
SPEF1	626	504	466	567	1314	23	948	0	0	950	0	0	1617	4136	260	2325	858
CENPB	234152	96761	61558	142686	76044	18432	139568	18063	12268	25085	7833	1483	87347	19374	26774	97681	66569
CDC25B	30844	41982	44504	18789	28515	5763	109218	18956	2558	18660	5798	1862	46635	8828	11054	138173	33259
LINC01730	948	2555	930	208	1823	448	1505	1104	0	644	440	0	653	1367	397	418	840
AP5S1	42247	23263	31843	41828	17206	5785	18988	5311	607	13775	719	896	43670	11331	3640	25064	17886
MAVS	106894	58325	55711	82046	39588	11461	100272	8783	7182	21705	6704	1433	47312	14023	8572	59653	39354
AL353194.1	14073	14572	16759	21491	9405	1387	16685	1659	271	10279	1708	0	13292	6084	3973	6311	8622
PANK2	205908	108856	130280	213177	78279	18170	105385	14337	5829	113727	11087	2907	177131	16750	30937	145568	86146
AL031670.1	175	322	0	174	252	0	137	0	0	0	0	0	0	0	0	0	66
RNF24	154615	105669	32761	74363	109387	19428	210044	4949	5142	96614	12328	2462	194096	7180	52349	95408	73550
SMOX	17505	23336	9559	4664	23336	27200	56041	4996	1384	21278	8427	1812	55404	37029	14776	35744	21406
LINC01433	49	370	0	0	398	0	244	0	0	262	190	0	942	1002	100	631	261
ADRA1D	49	0	0	246	0	0	1787	60	3834	0	0	0	0	0	0	69	377
PRNP	2396813	698734	2003206	2147493	1280116	83396	807580	65766	25234	467508	88195	47100	3329089	77808	217658	52488	861762
AL133396.2	236	179	258	277	0	125	0	0	0	0	95	0	837	0	0	154	135
RASSF2	21004	16840	185	831	1295	2988	10063	1586	1731	10485	14895	0	1693	19211	2259	9837	7181
SLC23A2	204256	254358	199771	165215	73554	19010	47335	11325	3396	92298	4639	1208	167683	34637	9729	112111	87533
AL121890.2	41	584	253	78	253	36	716	0	0	0	72	0	0	0	0	47	130
AL121890.5	220	303	431	106	553	123	383	70	0	0	0	0	411	0	0	29	164
TMEM230	956399	475054	795510	1019905	355995	136093	519503	67983	33964	317451	34265	7586	1422321	58946	109107	478190	424267
PCNA	549262	229444	421915	523794	176010	30565	133632	20485	6945	154337	17905	6057	293973	49041	36991	570057	201276
CDS2	155220	113396	117284	211368	59804	35774	82647	17228	13496	59989	9700	4869	192977	28137	22775	35503	72510
LINC00654	413	3170	530	687	485	0	4978	207	150	1969	0	0	426	446	0	458	870
AL109935.1	524	0	79	128	0	0	0	39	0	0	0	0	0	0	0	0	48
GPCPD1	442000	60959	527417	360395	101350	8900	42936	23861	5580	42623	39424	2036	549289	15979	9171	158261	149386
SHLD1	110004	19044	55902	72015	37694	3813	11754	4383	1916	12120	4394	0	64985	3800	7883	33528	27702
CHGB	1192	4655	449	439	383	0	6390	104	0	1008	0	0	0	20180	573	3303	2417
TRMT6	171448	167127	119331	219012	57945	11936	115103	10535	2996	257883	8264	454	310839	22936	112318	161229	109335
MCM8	23395	33088	28955	22546	12651	2894	14005	2511	459	8832	1705	216	12315	6616	4337	52656	14199
AL035461.2	998	5279	2778	1640	948	786	868	277	0	1641	207	0	731	1200	528	1403	1205
CRLS1	255210	151422	202219	252433	94949	19634	158348	17614	4726	121218	7646	1992	294420	23849	29047	161797	112283
AL118505.1	3941	0	8078	2815	3459	0	0	0	0	0	0	0	4428	0	0	62	1424
FERMT1	173491	3269	315869	163353	104121	2201	5373	833	0	2419	923	0	303854	261	76	31789	69239
BMP2	140512	16271	64274	14736	149731	3660	47788	28628	10040	17802	1551	1425	110320	0	8873	55512	41945
TMX4	520445	468695	280591	311423	292566	37023	274118	47990	8207	259167	35608	5668	300111	41839	58999	232667	198445
AL021396.1	943	0	0	164	257	338	124	98	0	0	341	0	0	0	0	0	141
PLCB1	65288	28817	25408	19009	78675	1252	32597	25215	463	26793	6409	5216	31099	0	2085	30136	23654
PLCB4	48176	88364	69286	169438	8700	1160	36344	39007	23417	27057	1098	0	27381	29717	891	5380	35964
LAMP5	0	550	0	50	62	0	3202	119	819	0	494	109	0	0	0	2513	495
PAK5	2691	0	948	614	2098	0	1296	0	0	0	0	0	1373	0	0	0	563
ANKEF1	27917	5605	21441	33002	9982	177	1449	2332	0	4561	1193	0	14697	1169	583	7198	8207
SNAP25-AS1	458	236	130	252	0	0	2669	0	0	0	0	0	0	0	0	3879	476
SNAP25	1654	174	2680	601	6474	669	28838	5609	0	0	30	0	7615	0	0	3133	3592
MKKS	134070	88351	87170	177336	61923	9896	52763	4545	3243	64672	4048	2158	97366	12986	12546	71718	55299
SLX4IP	87659	21852	82710	92633	29631	1390	14619	3167	2739	10684	2679	425	31370	5168	1434	35850	26501
JAG1	1120605	46874	445555	638216	324803	8849	88208	47615	71365	13612	11606	3745	359639	7987	8669	69617	204185
AL050403.2	18134	3191	6590	22033	3153	107	3265	723	696	2341	430	163	12622	1232	243	607	4721
LINC01752	209247	841	114725	137320	45161	2371	401	1559	0	1554	650	0	255328	0	0	0	48072
BTBD3	110269	68218	139249	87924	90306	16326	41951	14988	4275	31282	1545	1297	160248	8747	5644	30327	50787
AL035448.1	228	3195	1060	832	1614	289	1001	548	0	922	0	0	442	0	0	272	650
SPTLC3	55388	12066	50040	71948	13869	1048	8257	1512	0	2084	1668	0	34555	849	98	179	15848
ISM1	565	41930	3618	1992	1017	0	56809	624	612	7255	170	0	1356	0	1236	726	7369
AL121782.1	309	130	209	319	260	0	111	0	0	0	0	0	751	0	0	86	136
TASP1	115109	55282	91562	121534	58237	20038	36590	8139	5392	42495	2119	498	105930	5044	12072	39800	44990
ESF1	510841	326515	254509	554607	237054	33252	396279	38661	20519	321859	17019	5617	141464	46090	162297	197690	204017
NDUFAF5	111421	62729	72966	127901	37590	8473	57494	4959	2370	68059	4590	854	64240	23740	14096	107071	48034
MACROD2	76757	38282	40299	134207	20189	2409	10317	999	3026	11238	1308	90	38212	8906	1316	4738	24518
FLRT3	3812	4047	3328	1379	26233	410	5137	87	258	386	0	7299	9603	10326	0	18077	5649
KIF16B	114915	54511	68545	107965	48547	5657	35516	8305	2892	19319	6746	1981	54576	9001	4096	30786	35835
SNRPB2	821215	517758	439734	832923	327057	92248	647131	69954	34891	588180	45342	8274	987932	49943	236622	439125	383646
PCSK2	1100	1669	510	212	2189	204943	1583	0	111	0	0	5300	4907	418	0	1050	13999
BFSP1	7847	36313	12808	3629	4413	524	8962	619	457	16352	653	0	20452	0	902	4914	7428
AL132765.2	583	1360	651	529	726	0	897	94	0	0	0	0	380	0	0	0	326
DSTN	5985123	5492469	4073154	6062450	2083766	427567	2681429	249166	417699	6030196	72258	9222	6777152	135868	957644	1715367	2698158
RRBP1	1084076	1357647	332944	711910	246867	66179	938594	100484	19415	474374	34129	5637	322920	46733	182838	361193	392871
SNX5	431328	264616	254474	433525	129509	35895	247885	28967	9350	179077	25085	2806	510378	42239	52998	684761	208306
OVOL2	150375	981	40895	151206	46852	1291	1023	1088	457	1114	1118	0	64127	0	0	99813	35021
MGME1	244399	312412	219066	254260	151226	28236	67337	10067	3538	265421	8343	1021	165383	50660	16375	143100	121303
PET117	133240	56790	69949	135520	48498	11789	69258	6445	2489	47125	2303	925	170217	7026	19516	104634	55358
KAT14	42131	25547	29176	38725	24558	3892	20859	1297	1465	12579	649	184	28052	6638	1558	37093	17150
ZNF133	35589	28612	32472	39494	15915	2068	25530	3481	1390	17579	780	560	9641	6407	4498	5796	14363
DZANK1	15766	14046	13959	13627	7844	1408	7839	665	476	8984	1895	118	5769	4345	2841	20628	7513
POLR3F	67209	41247	41740	61270	25091	6544	50078	3739	1333	49017	2861	699	74016	3473	30858	41370	31284
RBBP9	83213	30069	62071	140188	26923	5262	19239	7051	1288	14429	2668	466	59851	7061	5919	70734	33527
SEC23B	195206	84308	102467	242109	42882	8598	65856	5967	807	43466	9213	1431	118713	16797	21691	179260	71173
SMIM26	1360592	673575	762749	1452265	578963	110240	688720	72211	35911	671465	43754	5994	1387511	72174	214567	289809	526281
DTD1	411185	200184	258996	469998	135848	50843	181045	20806	3835	159587	14132	5131	453368	17921	92790	206709	167649
LINC00653	20658	9341	13236	29724	12118	2183	11614	1512	515	3682	946	143	13474	758	1570	0	7592
SLC24A3	9824	176	13593	13707	1727	711	3918	67	107	0	312	0	32566	0	0	630	4834
AL121830.1	9757	88	3785	21801	569	75	250	69	0	0	452	0	29215	0	0	0	4129
AL121761.1	172409	2801	4521	18567	3256	891	1724	823	258	702	1134	0	12752	910	0	1078	13864
RIN2	883863	93395	705573	817825	190581	11301	164518	38415	7193	33693	15167	6098	1066777	24755	7961	20215	255458
NAA20	888898	373793	487288	884973	247435	67881	438134	48152	15500	385346	20877	4239	950493	47986	198730	221005	330046
CRNKL1	206938	97386	97672	268693	68211	14851	96107	12452	3978	81666	9721	1925	88221	13785	23495	46926	70752
CFAP61	76	0	30	147	0	0	0	0	0	0	0	0	0	0	0	135	24
INSM1	0	0	0	0	82	0	2322	0	0	0	100	0	368	0	0	33911	2299
RALGAPA2	142164	19376	22921	42643	31410	1172	16269	67245	1441	7313	6018	531	16997	7171	2052	24946	25604
LINC00237	216	0	0	340	0	0	217	0	227	0	68	0	0	0	0	440	94
KIZ	129768	92136	75859	163701	61321	13052	77808	5761	3842	44655	5268	1792	99189	7911	20601	25278	51746
KIZ-AS1	2065	1553	920	1592	745	0	1284	574	0	0	200	0	0	0	0	253	574
AL117332.1	18845	27157	9620	17995	12701	2156	14848	1861	1313	21776	903	163	33614	3342	8410	11739	11653
XRN2	717736	421148	399471	645952	306789	70036	376895	67131	17900	359014	37384	3552	642611	49082	120083	499423	295888
THBD	517020	19040	150475	672961	22603	2476	19192	197850	9021	3420	46736	0	324048	31398	1208	0	126090
CD93	3526	1322	597	2777	525	0	242	135718	1306	531	39963	0	275	0	0	0	11674
AL118508.1	579095	2830	33180	403987	25636	1209	1053	3706	1477	846	3814	306	130922	0	0	0	74254
NXT1	636098	363451	425938	737985	422363	57887	259804	47466	9816	634990	27211	2818	1333056	48203	132367	194176	333352
LINC01431	26432	7476	15742	27388	4747	1189	1831	671	387	1876	718	90	25172	2928	262	3077	7499
GZF1	44548	46663	27330	41000	21529	3252	35472	5313	1060	39701	9621	593	23216	23679	9377	22267	22164
NAPB	75675	52216	62821	74737	34540	4537	30777	5647	2038	25037	2252	258	36092	25014	7194	25436	29017
CST3	27697674	71841144	9373129	18332853	1897412	532740	11327289	930729	557437	59378771	890783	205517	23092227	1690716	1816729	45308	14350654
