Cj	qSK	LSC-2	CE	LSC-1	Mel	CF	Ves	MC	SK	IC	nm-cSC	LE	EC	TSK	hnESC	average
LNCPRESS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	9
AC112695.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
ATOH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC096746.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
AP001961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC018797.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	22
AC023886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC106864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3253	203
AC106864.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	12
LINC01378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC110079.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LINC01365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC02502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC097173.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC108866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2
IL21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC108062.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1
LINC02377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AC096711.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC096711.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC073429.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC018680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC097376.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	48
LINC02266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	3
AC093864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC104791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2
AC092611.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	4
AC106882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
FAM198B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	7
LINC02477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC022272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2
NPY5R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TRIM75P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	32
LINC02382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
LINC02504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AC095050.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC131094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	4
AC020551.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC098864.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	4
HELT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
LINC02492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
TRIML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	4
LINC02434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1700	106
FRG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SLC6A19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2
TERT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	22
AC091891.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LINC01019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC106799.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	10
LINC02114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC026719.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	24
AC026719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FAM173B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	45
AC012640.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC106771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC026785.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
AC233724.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC233724.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
AC233724.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
H3.Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	10
PRDM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
UGT3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
UGT3A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	7
EGFLAM-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC010478.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2
LINC02105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MCIDAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4
AC008937.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
AC016642.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	13
AC008852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC010359.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	3
AC106798.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC010273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2
AC010501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	3
COL4A3BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2805	175
AC113404.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	10
AC008581.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AC008496.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	9
LINC01337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC010595.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	6
LINC02059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
LINC02113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC091987.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	16
ARL14EPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
FTMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
LINC02240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
KIAA1024L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC063976.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
AC116366.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	8
SEPT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1046	65
AC104109.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC109454.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2
AC112178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3
AC109439.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
WNT8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ANKHD1-EIF4EBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	4
PCDHA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC244517.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1
AC091959.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	11
SCGB3A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3287	205
SPINK13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC091948.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC008453.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
HAVCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1
AC134043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
LINC01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LINC01938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC008637.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AC011389.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FAM196B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2
AC008514.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC091980.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TLX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4
EIF4E1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
AC136628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC136628.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	50
AC008443.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	2
AL391422.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	6
FAM217A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL162718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	4
AL356747.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
GCM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
LINC01108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	18
AL031767.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4
AL359694.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KAAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
HIST1H2AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4
HIST1H2BA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL031777.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	18
POM121L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
HIST1H4L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
TRIM15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
MSH5-SAPCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
C6orf48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582	161
AL662884.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	6
PPT2-EGFL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
AL662796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
C6orf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2
HCG24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
AL662820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1
MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	10
LINC01016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
C6orf106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3038	189
AL033519.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917	57
CLPSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	18
CLPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AL122034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
TREML2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AL365205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	13
GUCA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2301	143
PTCRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SLC22A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL355802.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	5
AL353588.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	2
MUT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	31
TFAP2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL513211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
FO680682.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LGSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AL365232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
DPPA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3722	232
OOEP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
AL445465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DOPEY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	45
AL589666.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	6
SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1
GJA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	23
AL121787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AL137784.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	3
LIN28B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3315	207
C6orf203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657	166
AL080317.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	10
WISP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
GPRC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2
AL365275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC02523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	8
AC020559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
CTGF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989	61
AL078590.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL023693.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OLIG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AL357060.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	14
ADGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL078581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SOD2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TBXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AL159163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1
AC093627.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
UNCX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1
RBAK-RBAKDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148	71
AC007128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
AC007128.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC004949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC005019.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	2
ISPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	30
PRPS1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC007091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC004130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	3
LINC01162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	3
AC002480.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
AC002480.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	8
NUPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2225	139
AC004485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC004520.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	2
HOXA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
HOXA-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
HOXA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
HOXA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
PPP1R17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	5
AC018645.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
NPSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	11
SEPT7-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
SEPT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3392	212
YAE1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	64
LINC01448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SPATA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC011228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SEPT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	10
AC092647.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC073188.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC092634.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC115220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2
ZNF735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2
ZNF679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2
AC104073.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	6
AC027644.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC073335.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	16
TRIM74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TRIM50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1
AC004922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	4
ATP5MF-PTCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC073842.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
C7orf43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694	43
ZAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	15
AC254629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
LNCPRESS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2741	171
AC093668.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
POLR2J3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2082	130
AC002384.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC004839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2
SLC26A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC092167.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1
LINC02476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC004690.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
SSU72P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC019155.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2
AC010099.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
AC019155.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	9
AC011005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC009518.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC009264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AC005692.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
KIAA1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	22
TRBVB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC074386.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2
AC073314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
AC005586.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AC073111.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	12
IQCA1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ABCF2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2251	140
GALNTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BLACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
CNPY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC006357.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AL683807.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
GYG2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	3
BX890604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	63
FAM239A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	25
FAM239B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
VCX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
TLR8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AC078993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PTCHD1-AS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1
DDX53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	5
MAGEB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
AC112495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
MAGEB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	577	36
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MAGEB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	3
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2
FAM47C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AL109797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	20
PINCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC234772.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
SSX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SSX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
CXorf67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC239585.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
FOXR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1
AL445472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1
FAM236A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PABPC1L2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
PABPC1L2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
CDX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
POU3F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AL606763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
H2BFWT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2
H2BFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
CXorf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	5
TEX13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
RTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
SERTM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LUZP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1543	96
CT83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1
BX119904.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
SEPT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	32
CT47A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TEX13C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
AL445072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	2
USP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC02243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
CT55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1
Z96074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2
SOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
AL078639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	23
SPANXC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MAGEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GPR50-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1
GPR50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MAGEA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
CSAG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
PNMA6E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AC022784.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AC022784.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
AC022784.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	26
PINX1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2562	160
FAM167A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1
GATA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	3
ZNF705D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	19
AC023403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
AC107959.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2
AC090809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1
